fight_id,ufcstats_id,round,fighter_round_knockdowns,fighter_round_sig_strikes_landed,fighter_round_sig_strikes_attempted,fighter_round_sig_strike_percentage,fighter_round_strikes_landed,fighter_round_strikes_attempted,fighter_round_strike_percentage,fighter_round_takedowns,fighter_round_takedowns_attempted,fighter_round_takedowns_percentage,fighter_round_submission_attempts,fighter_round_reversals,fighter_round_control,fighter_round_sig_strikes_head_landed,fighter_round_sig_strikes_head_attempts,fighter_round_sig_strikes_head_percentage,fighter_round_sig_strikes_body_landed,fighter_round_sig_strikes_body_attempts,fighter_round_sig_strikes_body_percentage,fighter_round_sig_strikes_leg_landed,fighter_round_sig_strikes_leg_attempts,fighter_round_sig_strikes_leg_percentage,fighter_round_sig_strikes_distance_landed,fighter_round_sig_strikes_distance_attempts,fighter_round_sig_strikes_distance_percentage,fighter_round_sig_strikes_clinch_landed,fighter_round_sig_strikes_clinch_attempts,fighter_round_sig_strikes_clinch_percentage,fighter_round_sig_strikes_ground_landed,fighter_round_sig_strikes_ground_attempts,fighter_round_sig_strikes_ground_percentage
0005e00b07cee542,578ef12674df1e6a,1,0,12,31,38,13,32,40,0,0,0,0,0,0,3,14,21,1,4,25,8,13,61,12,31,38,0,0,0,0,0,0
0005e00b07cee542,578ef12674df1e6a,2,0,12,32,37,17,37,45,0,0,0,0,0,0,5,21,23,2,4,50,5,7,71,10,30,33,2,2,100,0,0,0
0005e00b07cee542,578ef12674df1e6a,3,0,9,25,36,11,27,40,0,0,0,0,0,3,4,19,21,3,4,75,2,2,100,8,24,33,1,1,100,0,0,0
0005e00b07cee542,578ef12674df1e6a,4,0,18,42,42,19,43,44,0,0,0,0,0,0,13,34,38,3,6,50,2,2,100,17,41,41,1,1,100,0,0,0
0005e00b07cee542,578ef12674df1e6a,5,0,18,55,32,32,71,45,0,0,0,0,0,0,13,40,32,3,12,25,2,3,66,18,55,32,0,0,0,0,0,0
0005e00b07cee542,634e2fb70bde3fd5,1,0,21,50,42,31,60,51,1,3,33,0,0,39,8,33,24,8,10,80,5,7,71,21,50,42,0,0,0,0,0,0
0005e00b07cee542,634e2fb70bde3fd5,2,0,23,47,48,27,53,50,1,3,33,0,0,79,10,31,32,8,11,72,5,5,100,21,45,46,0,0,0,2,2,100
0005e00b07cee542,634e2fb70bde3fd5,3,0,23,51,45,37,67,55,1,2,50,0,0,126,12,38,31,10,12,83,1,1,100,14,27,51,0,0,0,9,24,37
0005e00b07cee542,634e2fb70bde3fd5,4,0,39,58,67,39,60,65,1,3,33,0,0,33,14,28,50,19,24,79,6,6,100,37,56,66,0,0,0,2,2,100
0005e00b07cee542,634e2fb70bde3fd5,5,0,48,95,50,53,102,51,1,3,33,0,0,39,37,84,44,11,11,100,0,0,0,47,94,50,1,1,100,0,0,0
001441f70c293931,7826923b47f8d72a,1,0,3,6,50,5,8,62,1,2,50,1,0,53,1,4,25,0,0,0,2,2,100,2,4,50,0,1,0,1,1,100
001441f70c293931,ec18eb918121787c,1,0,7,9,77,16,21,76,0,0,0,0,0,163,5,7,71,2,2,100,0,0,0,2,4,50,2,2,100,3,3,100
0019ec81fd706ade,326f94d6cfb1bf25,1,0,9,32,28,9,32,28,0,0,0,0,0,0,3,22,13,5,9,55,1,1,100,9,32,28,0,0,0,0,0,0
0019ec81fd706ade,326f94d6cfb1bf25,2,0,7,35,20,7,35,20,0,0,0,0,0,0,5,31,16,2,4,50,0,0,0,7,34,20,0,1,0,0,0,0
0019ec81fd706ade,326f94d6cfb1bf25,3,0,10,30,33,10,30,33,0,0,0,0,0,0,7,25,28,3,5,60,0,0,0,10,30,33,0,0,0,0,0,0
0019ec81fd706ade,85073dbd1be65ed9,1,0,19,39,48,19,39,48,0,0,0,0,0,0,12,31,38,0,0,0,7,8,87,17,37,45,2,2,100,0,0,0
0019ec81fd706ade,85073dbd1be65ed9,2,0,18,31,58,18,31,58,0,0,0,0,0,0,5,18,27,3,3,100,10,10,100,18,31,58,0,0,0,0,0,0
0019ec81fd706ade,85073dbd1be65ed9,3,0,17,35,48,17,35,48,0,0,0,0,0,0,5,23,21,2,2,100,10,10,100,17,35,48,0,0,0,0,0,0
003c84fc7c3fa028,49858bf46dabf6fb,1,0,25,64,39,25,64,39,0,0,0,0,0,0,6,42,14,9,11,81,10,11,90,25,64,39,0,0,0,0,0,0
003c84fc7c3fa028,49858bf46dabf6fb,2,0,31,81,38,31,81,38,0,0,0,0,0,0,13,50,26,7,15,46,11,16,68,31,81,38,0,0,0,0,0,0
003c84fc7c3fa028,49858bf46dabf6fb,3,0,34,56,60,34,56,60,0,0,0,0,0,3,13,33,39,11,13,84,10,10,100,33,54,61,0,0,0,1,2,50
003c84fc7c3fa028,873626e5547b5235,1,0,23,56,41,23,56,41,0,0,0,0,0,0,12,39,30,10,14,71,1,3,33,23,56,41,0,0,0,0,0,0
003c84fc7c3fa028,873626e5547b5235,2,0,20,59,33,20,59,33,0,1,0,0,0,0,10,44,22,8,10,80,2,5,40,19,57,33,1,2,50,0,0,0
003c84fc7c3fa028,873626e5547b5235,3,0,9,38,23,10,39,25,0,1,0,0,0,0,5,30,16,4,6,66,0,2,0,9,38,23,0,0,0,0,0,0
00414fc5519233b4,3d074044a33825e7,1,1,31,56,55,31,56,55,0,0,0,0,0,3,27,50,54,1,3,33,3,3,100,22,43,51,6,9,66,3,4,75
00414fc5519233b4,9e50097a89442158,1,0,28,41,68,30,43,69,0,0,0,0,0,0,25,38,65,3,3,100,0,0,0,26,39,66,2,2,100,0,0,0
0047f8aadca1936f,d4270315cbcf2569,1,0,61,98,62,72,111,64,0,2,0,1,0,20,59,96,61,2,2,100,0,0,0,55,88,62,1,1,100,5,9,55
0047f8aadca1936f,d4270315cbcf2569,2,1,37,53,69,58,76,76,0,1,0,2,0,149,37,53,69,0,0,0,0,0,0,24,36,66,2,3,66,11,14,78
0047f8aadca1936f,d4270315cbcf2569,3,0,19,30,63,21,32,65,2,5,40,0,0,147,19,30,63,0,0,0,0,0,0,18,29,62,1,1,100,0,0,0
0047f8aadca1936f,fbb60f24af5d5a02,1,0,7,26,26,12,33,36,0,1,0,0,0,20,6,24,25,1,2,50,0,0,0,7,25,28,0,1,0,0,0,0
0047f8aadca1936f,fbb60f24af5d5a02,2,0,8,21,38,11,24,45,0,0,0,0,0,0,8,20,40,0,1,0,0,0,0,7,20,35,1,1,100,0,0,0
0047f8aadca1936f,fbb60f24af5d5a02,3,0,12,30,40,19,38,50,0,0,0,0,0,0,11,29,37,1,1,100,0,0,0,11,29,37,1,1,100,0,0,0
007e8e0d4a39d82c,b50a426a33da0012,1,0,16,26,61,22,32,68,0,0,0,0,0,0,6,13,46,6,8,75,4,5,80,16,26,61,0,0,0,0,0,0
007e8e0d4a39d82c,b50a426a33da0012,2,0,7,20,35,20,33,60,0,0,0,0,0,0,1,8,12,5,11,45,1,1,100,7,20,35,0,0,0,0,0,0
007e8e0d4a39d82c,b50a426a33da0012,3,0,25,46,54,25,46,54,0,0,0,0,0,0,16,32,50,5,9,55,4,5,80,25,46,54,0,0,0,0,0,0
007e8e0d4a39d82c,efb96bf3e9ada36f,1,0,10,23,43,23,37,62,1,1,100,0,0,38,0,7,0,0,1,0,10,15,66,10,23,43,0,0,0,0,0,0
007e8e0d4a39d82c,efb96bf3e9ada36f,2,0,14,31,45,34,53,64,2,4,50,0,0,88,8,19,42,1,2,50,5,10,50,14,31,45,0,0,0,0,0,0
007e8e0d4a39d82c,efb96bf3e9ada36f,3,0,12,40,30,12,40,30,0,2,0,0,0,0,7,29,24,1,3,33,4,8,50,12,40,30,0,0,0,0,0,0
009feda296ae589c,36541f1e6c5d4955,1,0,18,48,37,35,65,53,0,0,0,1,0,0,13,42,30,3,4,75,2,2,100,18,48,37,0,0,0,0,0,0
009feda296ae589c,36541f1e6c5d4955,2,0,4,8,50,15,24,62,0,0,0,0,0,0,3,7,42,1,1,100,0,0,0,3,7,42,0,0,0,1,1,100
009feda296ae589c,36541f1e6c5d4955,3,0,24,59,40,36,73,49,0,0,0,1,0,0,21,56,37,1,1,100,2,2,100,24,59,40,0,0,0,0,0,0
009feda296ae589c,beecb672a279223e,1,0,31,71,43,48,91,52,1,1,100,0,0,145,20,58,34,4,4,100,7,9,77,31,70,44,0,0,0,0,1,0
009feda296ae589c,beecb672a279223e,2,0,9,15,60,81,112,72,0,0,0,0,0,280,7,13,53,1,1,100,1,1,100,4,9,44,0,0,0,5,6,83
009feda296ae589c,beecb672a279223e,3,0,58,97,59,76,117,64,1,1,100,0,0,75,44,78,56,6,11,54,8,8,100,58,97,59,0,0,0,0,0,0
00a94d5fc7ce55cf,dd6103dd7127db1d,1,0,9,17,52,20,28,71,1,1,100,1,0,96,3,8,37,4,7,57,2,2,100,9,17,52,0,0,0,0,0,0
00a94d5fc7ce55cf,f998f5c102250d6e,1,0,1,4,25,1,4,25,0,0,0,0,0,0,1,3,33,0,0,0,0,1,0,1,4,25,0,0,0,0,0,0
00b1e95f6aea7027,e872e9a9a902c045,1,0,17,66,25,17,66,25,0,0,0,0,0,0,14,61,22,2,3,66,1,2,50,16,64,25,1,2,50,0,0,0
00b1e95f6aea7027,e872e9a9a902c045,2,0,21,70,30,22,71,30,0,0,0,0,0,5,14,60,23,4,7,57,3,3,100,19,68,27,2,2,100,0,0,0
00b1e95f6aea7027,e872e9a9a902c045,3,0,27,65,41,31,70,44,0,0,0,0,0,45,23,59,38,3,5,60,1,1,100,14,50,28,5,5,100,8,10,80
00b1e95f6aea7027,f72465a784c1b084,1,0,25,63,39,25,63,39,0,1,0,0,0,0,11,42,26,4,11,36,10,10,100,24,61,39,1,2,50,0,0,0
00b1e95f6aea7027,f72465a784c1b084,2,0,29,66,43,29,66,43,0,0,0,0,0,0,10,40,25,13,18,72,6,8,75,26,62,41,3,4,75,0,0,0
00b1e95f6aea7027,f72465a784c1b084,3,0,27,61,44,29,63,46,0,2,0,0,0,20,18,45,40,7,13,53,2,3,66,20,51,39,7,10,70,0,0,0
00bbcd4a6d647fdf,70e1f8a821b72c8b,1,0,18,35,51,34,57,59,3,3,100,0,0,57,7,21,33,2,5,40,9,9,100,17,33,51,0,0,0,1,2,50
00bbcd4a6d647fdf,d4c9dcd330403612,1,0,26,39,66,27,40,67,0,0,0,0,0,2,20,32,62,4,5,80,2,2,100,26,39,66,0,0,0,0,0,0
00bde62cac38e5e9,37098a6e6c27fb66,1,0,5,15,33,7,18,38,1,1,100,0,1,104,4,13,30,1,1,100,0,1,0,4,14,28,1,1,100,0,0,0
00bde62cac38e5e9,37098a6e6c27fb66,2,0,18,55,32,19,57,33,0,0,0,0,0,0,14,47,29,3,7,42,1,1,100,16,52,30,2,3,66,0,0,0
00bde62cac38e5e9,37098a6e6c27fb66,3,0,25,51,49,30,59,50,1,1,100,0,0,110,19,43,44,5,7,71,1,1,100,22,46,47,2,4,50,1,1,100
00bde62cac38e5e9,ed7d329d7c29428d,1,0,6,14,42,13,23,56,0,2,0,4,1,140,2,8,25,2,3,66,2,3,66,5,13,38,1,1,100,0,0,0
00bde62cac38e5e9,ed7d329d7c29428d,2,0,27,54,50,29,56,51,0,3,0,0,0,41,8,30,26,15,19,78,4,5,80,27,53,50,0,1,0,0,0,0
00bde62cac38e5e9,ed7d329d7c29428d,3,0,13,49,26,15,53,28,0,1,0,0,0,0,5,35,14,4,10,40,4,4,100,11,46,23,2,3,66,0,0,0
00c6a2ef07ca51da,b9437600497350f3,1,0,23,55,41,23,55,41,0,0,0,0,0,9,18,47,38,4,7,57,1,1,100,20,49,40,1,2,50,2,4,50
00c6a2ef07ca51da,b9437600497350f3,2,0,28,55,50,29,56,51,0,1,0,0,0,1,20,46,43,6,7,85,2,2,100,24,50,48,4,5,80,0,0,0
00c6a2ef07ca51da,b9437600497350f3,3,0,24,41,58,29,49,59,0,0,0,1,0,68,21,38,55,3,3,100,0,0,0,21,36,58,1,1,100,2,4,50
00c6a2ef07ca51da,dc9572dd6ec74859,1,0,10,51,19,10,51,19,0,2,0,0,0,22,5,42,11,4,6,66,1,3,33,10,51,19,0,0,0,0,0,0
00c6a2ef07ca51da,dc9572dd6ec74859,2,0,19,50,38,25,56,44,1,3,33,0,0,88,13,43,30,4,5,80,2,2,100,17,48,35,0,0,0,2,2,100
00c6a2ef07ca51da,dc9572dd6ec74859,3,0,8,23,34,36,54,66,0,3,0,0,0,110,8,23,34,0,0,0,0,0,0,6,21,28,0,0,0,2,2,100
00ee51bba08b7a08,98aa60cf58071fd6,1,0,16,25,64,36,45,80,0,1,0,0,0,0,7,14,50,2,2,100,7,9,77,16,25,64,0,0,0,0,0,0
00ee51bba08b7a08,98aa60cf58071fd6,2,0,13,24,54,47,64,73,0,0,0,0,0,212,11,20,55,1,1,100,1,3,33,5,12,41,0,3,0,8,9,88
00ee51bba08b7a08,98aa60cf58071fd6,3,2,20,28,71,37,48,77,0,0,0,1,0,122,18,26,69,1,1,100,1,1,100,4,4,100,0,0,0,16,24,66
00ee51bba08b7a08,f00ac08ab056af5d,1,0,5,24,20,5,25,20,1,1,100,0,0,85,3,16,18,1,7,14,1,1,100,5,23,21,0,1,0,0,0,0
00ee51bba08b7a08,f00ac08ab056af5d,2,0,1,3,33,5,7,71,0,1,0,1,0,0,0,2,0,1,1,100,0,0,0,1,2,50,0,1,0,0,0,0
00ee51bba08b7a08,f00ac08ab056af5d,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00f4b6184f6315d0,80daefbed11ce998,1,0,1,14,7,1,14,7,0,0,0,0,0,0,0,11,0,0,0,0,1,3,33,1,14,7,0,0,0,0,0,0
00f4b6184f6315d0,efb96bf3e9ada36f,1,1,8,20,40,8,20,40,0,0,0,0,0,1,6,15,40,1,2,50,1,3,33,7,19,36,0,0,0,1,1,100
00fbeda449926c13,547afe1017e72dbe,1,0,16,22,72,32,39,82,1,2,50,1,0,33,10,15,66,5,6,83,1,1,100,6,11,54,10,11,90,0,0,0
00fbeda449926c13,547afe1017e72dbe,2,0,29,45,64,48,65,73,0,1,0,0,0,35,15,30,50,14,15,93,0,0,0,21,37,56,8,8,100,0,0,0
00fbeda449926c13,547afe1017e72dbe,3,0,21,34,61,77,106,72,1,1,100,0,0,266,17,30,56,4,4,100,0,0,0,6,9,66,0,0,0,15,25,60
00fbeda449926c13,d6c0cdd7e467c440,1,0,5,21,23,18,37,48,0,2,0,0,1,176,2,15,13,2,5,40,1,1,100,4,18,22,1,2,50,0,1,0
00fbeda449926c13,d6c0cdd7e467c440,2,0,22,51,43,30,60,50,0,5,0,0,0,77,17,44,38,4,5,80,1,2,50,21,50,42,1,1,100,0,0,0
00fbeda449926c13,d6c0cdd7e467c440,3,0,1,10,10,4,16,25,0,0,0,0,0,0,1,9,11,0,1,0,0,0,0,1,10,10,0,0,0,0,0,0
01100a90b584215d,49edd0d90f60fb7d,1,0,8,22,36,8,22,36,0,0,0,0,0,0,3,16,18,2,2,100,3,4,75,8,22,36,0,0,0,0,0,0
01100a90b584215d,e90a2f22417af68e,1,1,27,36,75,29,38,76,0,0,0,0,0,27,23,32,71,4,4,100,0,0,0,7,10,70,0,0,0,20,26,76
0111e6a64b5184c6,3a46b268013afede,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111e6a64b5184c6,767755fd74662dbf,1,0,0,1,0,1,2,50,2,5,40,2,0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0133019a4f1055ee,41e83a89929d1327,1,0,0,0,0,8,8,100,9,12,75,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0133019a4f1055ee,41e83a89929d1327,2,0,1,3,33,1,3,33,0,1,0,0,0,0,1,3,33,0,0,0,0,0,0,1,3,33,0,0,0,0,0,0
0133019a4f1055ee,fa6796c55d6c5440,1,0,0,2,0,3,5,60,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0133019a4f1055ee,fa6796c55d6c5440,2,0,16,23,69,16,23,69,0,0,0,0,0,7,16,23,69,0,0,0,0,0,0,0,3,0,0,0,0,16,20,80
01432891260084a4,2e5c2aa8e4ab9d82,1,0,27,49,55,27,49,55,0,0,0,0,0,0,16,38,42,4,4,100,7,7,100,27,49,55,0,0,0,0,0,0
01432891260084a4,2e5c2aa8e4ab9d82,2,0,26,54,48,26,54,48,0,0,0,0,0,0,16,43,37,2,3,66,8,8,100,26,54,48,0,0,0,0,0,0
01432891260084a4,2e5c2aa8e4ab9d82,3,0,14,48,29,14,48,29,0,0,0,0,0,0,7,36,19,2,5,40,5,7,71,14,48,29,0,0,0,0,0,0
01432891260084a4,e1147d3d2dabe1ce,1,0,38,62,61,38,62,61,0,0,0,0,0,0,26,50,52,1,1,100,11,11,100,38,61,62,0,1,0,0,0,0
01432891260084a4,e1147d3d2dabe1ce,2,0,32,55,58,32,55,58,0,0,0,0,0,0,20,43,46,3,3,100,9,9,100,32,55,58,0,0,0,0,0,0
01432891260084a4,e1147d3d2dabe1ce,3,0,25,58,43,25,58,43,0,1,0,0,0,0,17,50,34,0,0,0,8,8,100,25,56,44,0,2,0,0,0,0
01468f766dd7385c,4dcfb28c011c11b2,1,0,4,6,66,8,10,80,0,3,0,1,0,135,3,5,60,0,0,0,1,1,100,4,6,66,0,0,0,0,0,0
01468f766dd7385c,4dcfb28c011c11b2,2,0,11,13,84,16,18,88,0,0,0,1,0,0,5,7,71,6,6,100,0,0,0,4,6,66,7,7,100,0,0,0
01468f766dd7385c,67f272324a030d00,1,0,23,34,67,33,44,75,0,1,0,1,0,126,17,27,62,5,6,83,1,1,100,3,8,37,0,0,0,20,26,76
01468f766dd7385c,67f272324a030d00,2,0,7,10,70,17,20,85,1,2,50,0,0,58,3,6,50,4,4,100,0,0,0,5,8,62,2,2,100,0,0,0
0149e875b31e57f8,476fe566d2df676e,1,0,22,36,61,29,44,65,0,0,0,0,0,110,18,30,60,0,0,0,4,6,66,10,17,58,0,0,0,12,19,63
0149e875b31e57f8,eabf206b162b3b83,1,0,6,14,42,30,39,76,0,2,0,0,0,45,0,4,0,2,3,66,4,7,57,5,13,38,1,1,100,0,0,0
014f1da2083ca174,7c7332319c14094c,1,0,16,29,55,29,42,69,0,1,0,0,0,86,2,10,20,0,3,0,14,16,87,15,27,55,1,2,50,0,0,0
014f1da2083ca174,7c7332319c14094c,2,0,28,50,56,39,63,61,0,2,0,0,0,85,5,21,23,11,12,91,12,17,70,18,40,45,10,10,100,0,0,0
014f1da2083ca174,7c7332319c14094c,3,0,2,3,66,24,28,85,0,0,0,0,0,0,1,2,50,0,0,0,1,1,100,1,2,50,1,1,100,0,0,0
014f1da2083ca174,d0f3959b4a9747e6,1,0,19,29,65,28,38,73,0,0,0,0,0,4,7,15,46,8,10,80,4,4,100,18,28,64,1,1,100,0,0,0
014f1da2083ca174,d0f3959b4a9747e6,2,0,24,39,61,25,40,62,0,0,0,0,0,0,9,22,40,13,15,86,2,2,100,17,32,53,7,7,100,0,0,0
014f1da2083ca174,d0f3959b4a9747e6,3,0,1,2,50,7,8,87,0,2,0,0,0,293,1,1,100,0,1,0,0,0,0,1,2,50,0,0,0,0,0,0
014f7dc96c90c199,0a1942069c9ad6b6,1,0,16,31,51,27,43,62,3,3,100,0,0,92,7,19,36,4,6,66,5,6,83,11,24,45,2,2,100,3,5,60
014f7dc96c90c199,0a1942069c9ad6b6,2,0,2,5,40,2,5,40,0,0,0,0,0,0,1,4,25,0,0,0,1,1,100,2,5,40,0,0,0,0,0,0
014f7dc96c90c199,0a1942069c9ad6b6,3,0,17,20,85,20,23,86,0,0,0,1,0,34,17,20,85,0,0,0,0,0,0,1,1,100,0,0,0,16,19,84
014f7dc96c90c199,cfb65863d5099327,1,0,5,7,71,6,8,75,1,7,14,0,0,147,1,3,33,0,0,0,4,4,100,4,6,66,1,1,100,0,0,0
014f7dc96c90c199,cfb65863d5099327,2,0,6,10,60,14,19,73,1,1,100,2,0,283,4,8,50,1,1,100,1,1,100,2,3,66,0,0,0,4,7,57
014f7dc96c90c199,cfb65863d5099327,3,0,0,0,0,0,0,0,1,1,100,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0165bd3c26f0c076,a2ea77e974c5889f,1,0,9,29,31,9,29,31,0,0,0,0,0,0,3,20,15,4,7,57,2,2,100,9,29,31,0,0,0,0,0,0
0165bd3c26f0c076,a2ea77e974c5889f,2,0,35,61,57,35,61,57,0,1,0,0,0,41,22,45,48,12,15,80,1,1,100,28,53,52,7,8,87,0,0,0
0165bd3c26f0c076,a2ea77e974c5889f,3,0,33,52,63,33,52,63,0,0,0,0,0,0,21,38,55,12,14,85,0,0,0,27,46,58,6,6,100,0,0,0
0165bd3c26f0c076,e13abac8089a801a,1,0,26,47,55,26,47,55,0,0,0,0,0,0,7,27,25,8,9,88,11,11,100,26,47,55,0,0,0,0,0,0
0165bd3c26f0c076,e13abac8089a801a,2,0,34,53,64,34,53,64,0,0,0,0,0,0,23,40,57,7,9,77,4,4,100,32,50,64,2,3,66,0,0,0
0165bd3c26f0c076,e13abac8089a801a,3,0,26,48,54,49,71,69,0,2,0,0,0,113,20,40,50,5,6,83,1,2,50,16,36,44,10,12,83,0,0,0
0170db5fad04e4d0,6e15f63b6c2e2c15,1,0,12,18,66,13,19,68,1,1,100,1,0,24,7,13,53,3,3,100,2,2,100,9,15,60,1,1,100,2,2,100
0170db5fad04e4d0,6e15f63b6c2e2c15,2,0,4,15,26,9,22,40,0,0,0,1,1,100,2,13,15,1,1,100,1,1,100,3,14,21,0,0,0,1,1,100
0170db5fad04e4d0,c96d9178c9ed9e62,1,0,12,19,63,30,37,81,3,8,37,0,1,188,6,13,46,2,2,100,4,4,100,6,11,54,3,5,60,3,3,100
0170db5fad04e4d0,c96d9178c9ed9e62,2,0,5,13,38,10,18,55,1,2,50,0,0,53,0,5,0,1,3,33,4,5,80,5,13,38,0,0,0,0,0,0
017a825c7820d12e,113df4fde64735c6,1,0,3,5,60,3,8,37,0,0,0,0,0,19,0,1,0,0,0,0,3,4,75,3,4,75,0,0,0,0,1,0
017a825c7820d12e,113df4fde64735c6,2,0,29,57,50,29,57,50,0,0,0,0,0,0,9,31,29,13,19,68,7,7,100,29,57,50,0,0,0,0,0,0
017a825c7820d12e,113df4fde64735c6,3,0,34,68,50,34,68,50,0,0,0,0,0,0,8,35,22,14,20,70,12,13,92,33,67,49,1,1,100,0,0,0
017a825c7820d12e,da22387a0407a2dc,1,0,2,4,50,4,7,57,1,1,100,1,0,232,2,4,50,0,0,0,0,0,0,1,3,33,0,0,0,1,1,100
017a825c7820d12e,da22387a0407a2dc,2,0,17,33,51,18,34,52,0,1,0,0,0,0,6,17,35,5,9,55,6,7,85,17,33,51,0,0,0,0,0,0
017a825c7820d12e,da22387a0407a2dc,3,0,14,37,37,14,37,37,0,3,0,0,0,0,4,24,16,2,4,50,8,9,88,13,36,36,1,1,100,0,0,0
017c090e9e8d2957,a7151778b3381036,1,0,11,37,29,42,71,59,0,1,0,0,0,67,7,32,21,3,3,100,1,2,50,11,37,29,0,0,0,0,0,0
017c090e9e8d2957,a7151778b3381036,2,0,24,66,36,46,90,51,0,1,0,0,0,78,6,39,15,17,26,65,1,1,100,11,46,23,13,20,65,0,0,0
017c090e9e8d2957,a7151778b3381036,3,0,4,12,33,20,28,71,2,4,50,0,0,49,3,11,27,1,1,100,0,0,0,2,10,20,1,1,100,1,1,100
017c090e9e8d2957,d945aae53e3e54e6,1,0,20,33,60,28,44,63,1,1,100,0,0,170,17,29,58,0,1,0,3,3,100,10,18,55,2,3,66,8,12,66
017c090e9e8d2957,d945aae53e3e54e6,2,0,18,32,56,19,34,55,1,2,50,0,0,122,17,29,58,0,1,0,1,2,50,14,26,53,3,5,60,1,1,100
017c090e9e8d2957,d945aae53e3e54e6,3,0,28,37,75,68,82,82,2,3,66,1,0,180,25,34,73,2,2,100,1,1,100,4,9,44,3,3,100,21,25,84
017e0b7e864b0aa3,578ef12674df1e6a,1,0,21,98,21,21,98,21,0,0,0,0,0,0,12,72,16,3,13,23,6,13,46,21,98,21,0,0,0,0,0,0
017e0b7e864b0aa3,578ef12674df1e6a,2,0,25,69,36,42,87,48,0,0,0,0,0,2,16,55,29,6,10,60,3,4,75,19,62,30,6,7,85,0,0,0
017e0b7e864b0aa3,578ef12674df1e6a,3,0,6,17,35,12,23,52,0,0,0,0,0,0,4,12,33,1,4,25,1,1,100,6,17,35,0,0,0,0,0,0
017e0b7e864b0aa3,fc169c387b4b465d,1,0,16,59,27,16,59,27,0,1,0,0,0,0,6,43,13,5,11,45,5,5,100,16,59,27,0,0,0,0,0,0
017e0b7e864b0aa3,fc169c387b4b465d,2,0,24,62,38,29,68,42,0,3,0,0,0,90,19,53,35,2,6,33,3,3,100,22,60,36,2,2,100,0,0,0
017e0b7e864b0aa3,fc169c387b4b465d,3,0,7,16,43,41,54,75,1,2,50,0,0,239,4,12,33,2,3,66,1,1,100,3,11,27,0,1,0,4,4,100
0197a61472fc351d,3c8a5200436e19f3,1,0,27,69,39,32,74,43,0,2,0,0,0,16,12,44,27,7,9,77,8,16,50,23,61,37,4,8,50,0,0,0
0197a61472fc351d,3c8a5200436e19f3,2,0,8,19,42,16,29,55,0,2,0,1,0,64,4,12,33,1,2,50,3,5,60,8,19,42,0,0,0,0,0,0
0197a61472fc351d,3c8a5200436e19f3,3,0,38,87,43,39,89,43,0,1,0,0,0,6,22,65,33,6,10,60,10,12,83,34,80,42,4,7,57,0,0,0
0197a61472fc351d,5ec591b78349ba7e,1,0,22,50,44,22,50,44,1,4,25,1,0,36,14,42,33,8,8,100,0,0,0,19,44,43,3,6,50,0,0,0
0197a61472fc351d,5ec591b78349ba7e,2,0,19,27,70,28,39,71,1,1,100,1,1,145,17,25,68,2,2,100,0,0,0,9,15,60,3,3,100,7,9,77
0197a61472fc351d,5ec591b78349ba7e,3,0,42,84,50,42,84,50,1,1,100,0,0,11,33,74,44,8,9,88,1,1,100,35,72,48,7,12,58,0,0,0
01983cba42704c49,0ff11cc094e887bc,1,0,1,3,33,1,3,33,0,1,0,0,0,2,0,1,0,1,1,100,0,1,0,1,3,33,0,0,0,0,0,0
01983cba42704c49,8d03ce87ca14e778,1,0,6,10,60,6,10,60,0,0,0,0,0,0,6,10,60,0,0,0,0,0,0,3,6,50,1,1,100,2,3,66
019b4d006800504b,a331233f597090a5,1,0,7,12,58,18,23,78,0,0,0,0,0,0,3,7,42,0,0,0,4,5,80,6,11,54,0,0,0,1,1,100
019b4d006800504b,fd55393021a8c255,1,0,10,11,90,20,21,95,1,2,50,1,0,193,8,9,88,2,2,100,0,0,0,1,2,50,2,2,100,7,7,100
01a4827b3596d111,029eaff01e6bb8f0,1,0,2,6,33,11,15,73,0,0,0,0,0,0,0,1,0,0,2,0,2,3,66,2,6,33,0,0,0,0,0,0
01a4827b3596d111,029eaff01e6bb8f0,2,0,8,28,28,17,37,45,0,0,0,0,0,0,5,23,21,2,4,50,1,1,100,8,27,29,0,1,0,0,0,0
01a4827b3596d111,029eaff01e6bb8f0,3,0,2,5,40,2,5,40,0,0,0,1,0,0,0,2,0,0,1,0,2,2,100,2,5,40,0,0,0,0,0,0
01a4827b3596d111,032cc3922d871c7f,1,0,8,12,66,22,27,81,3,4,75,1,0,219,7,11,63,0,0,0,1,1,100,1,3,33,0,0,0,7,9,77
01a4827b3596d111,032cc3922d871c7f,2,0,13,26,50,26,39,66,3,3,100,0,0,221,9,22,40,2,2,100,2,2,100,8,21,38,1,1,100,4,4,100
